Car_id,Date,Engine,Transmission,Color,Price ($),Body Style,Phone
C_CND_002772,5/29/2022,Overhead Camshaft,Manual,Red,17000,Sedan,7576395
C_CND_002773,5/29/2022,Overhead Camshaft,Manual,Black,36000,Hatchback,7839080
C_CND_002774,5/29/2022,Double Overhead Camshaft,Auto,Black,18000,Sedan,7922140
C_CND_002775,5/29/2022,Overhead Camshaft,Manual,Black,18800,Passenger,8786200
C_CND_002776,5/29/2022,Overhead Camshaft,Manual,Black,21000,SUV,7599012
C_CND_002777,5/29/2022,Overhead Camshaft,Manual,Red,21001,Hardtop,7270020
C_CND_002778,5/29/2022,Double Overhead Camshaft,Auto,Pale White,18000,Hatchback,7877141
C_CND_002779,5/29/2022,Double Overhead Camshaft,Auto,Black,22000,Hatchback,8595953
C_CND_002780,5/29/2022,Double Overhead Camshaft,Auto,Pale White,21000,Sedan,8853253
C_CND_002781,5/29/2022,Overhead Camshaft,Manual,Red,22000,SUV,6347371
C_CND_002782,5/29/2022,Double Overhead Camshaft,Auto,Pale White,19000,Passenger,8246430
C_CND_002783,5/29/2022,Double Overhead Camshaft,Auto,Red,31000,Hatchback,6392728
C_CND_002784,5/29/2022,Overhead Camshaft,Manual,Red,61000,Sedan,8960484
C_CND_002785,5/29/2022,Double Overhead Camshaft,Auto,Black,26200,Hatchback,7843246
C_CND_002786,5/30/2022,Overhead Camshaft,Manual,Red,49000,SUV,8238823
C_CND_002787,5/30/2022,Overhead Camshaft,Manual,Pale White,26000,SUV,7246331
C_CND_002788,5/30/2022,Overhead Camshaft,Manual,Red,25000,Sedan,8028207
C_CND_002789,5/30/2022,Double Overhead Camshaft,Auto,Pale White,45100,SUV,7491246
C_CND_002790,5/30/2022,Double Overhead Camshaft,Auto,Red,19000,Hatchback,7669982
C_CND_002791,5/30/2022,Double Overhead Camshaft,Auto,Red,69800,Passenger,6401256
C_CND_002792,5/30/2022,Overhead Camshaft,Manual,Red,26000,Hardtop,8096693
C_CND_002793,5/30/2022,Overhead Camshaft,Manual,Pale White,26001,Hardtop,7608560
C_CND_002794,5/30/2022,Double Overhead Camshaft,Auto,Pale White,62000,Hatchback,8614385
C_CND_002795,5/30/2022,Double Overhead Camshaft,Auto,Red,19001,Sedan,7157411
C_CND_002796,5/30/2022,Overhead Camshaft,Manual,Red,12001,Passenger,6255119
C_CND_002797,5/30/2022,Double Overhead Camshaft,Auto,Pale White,53001,Hatchback,6537474
C_CND_002798,5/30/2022,Overhead Camshaft,Manual,Red,61000,Sedan,6305560
C_CND_002799,5/30/2022,Double Overhead Camshaft,Auto,Red,41000,SUV,8442777
C_CND_002800,5/30/2022,Double Overhead Camshaft,Auto,Red,15000,Sedan,6087854
C_CND_002801,5/30/2022,Overhead Camshaft,Manual,Pale White,24000,Hatchback,8521996
C_CND_002802,5/30/2022,Overhead Camshaft,Manual,Black,26000,SUV,8337484
C_CND_002803,5/30/2022,Double Overhead Camshaft,Auto,Pale White,21500,Hatchback,7693483
C_CND_002804,5/30/2022,Double Overhead Camshaft,Auto,Black,39000,SUV,8405158
C_CND_002805,5/30/2022,Overhead Camshaft,Manual,Red,82000,Hatchback,6176786
C_CND_002806,5/31/2022,Overhead Camshaft,Manual,Black,25000,SUV,7636072
C_CND_002807,5/31/2022,Overhead Camshaft,Manual,Red,17000,Hatchback,8392439
C_CND_002808,5/31/2022,Overhead Camshaft,Manual,Red,21500,SUV,7331136
C_CND_002809,5/31/2022,Double Overhead Camshaft,Auto,Red,28000,Hatchback,6539346
C_CND_002810,5/31/2022,Double Overhead Camshaft,Auto,Red,23000,SUV,6371180
C_CND_002811,5/31/2022,Overhead Camshaft,Manual,Black,49000,SUV,7334038
C_CND_002812,5/31/2022,Overhead Camshaft,Manual,Pale White,14000,SUV,6144329
C_CND_002813,5/31/2022,Overhead Camshaft,Manual,Pale White,21500,Sedan,7267057
C_CND_002814,5/31/2022,Double Overhead Camshaft,Auto,Black,9000,Hatchback,7374417
C_CND_002815,5/31/2022,Overhead Camshaft,Manual,Red,20150,Passenger,6015528
C_CND_002816,5/31/2022,Double Overhead Camshaft,Auto,Black,39000,Passenger,6937814
C_CND_002817,5/31/2022,Double Overhead Camshaft,Auto,Red,19000,Sedan,8226743
C_CND_002818,5/31/2022,Overhead Camshaft,Manual,Pale White,16000,SUV,8444935
C_CND_002819,5/31/2022,Double Overhead Camshaft,Auto,Pale White,21000,Hatchback,7891318
C_CND_002820,5/31/2022,Overhead Camshaft,Manual,Black,49000,Hatchback,8854843
C_CND_002821,5/31/2022,Overhead Camshaft,Manual,Pale White,54000,Sedan,7789326
C_CND_002822,5/31/2022,Double Overhead Camshaft,Auto,Red,21000,Hatchback,6281907
C_CND_002823,5/31/2022,Double Overhead Camshaft,Auto,Black,26000,Hatchback,6664230
C_CND_002824,5/31/2022,Overhead Camshaft,Manual,Black,34000,Sedan,7881427
C_CND_002825,5/31/2022,Double Overhead Camshaft,Auto,Red,39000,SUV,7396350
C_CND_002826,5/31/2022,Double Overhead Camshaft,Auto,Black,18000,Sedan,6185194
C_CND_002827,5/31/2022,Double Overhead Camshaft,Auto,Black,18501,Hardtop,7603220
C_CND_002828,5/31/2022,Overhead Camshaft,Manual,Red,24000,SUV,8899217
C_CND_002829,5/31/2022,Double Overhead Camshaft,Auto,Black,22501,Hardtop,7399665
C_CND_002830,5/31/2022,Double Overhead Camshaft,Auto,Black,31000,SUV,6201295
C_CND_002831,5/31/2022,Overhead Camshaft,Manual,Pale White,13750,SUV,7452903
C_CND_002832,5/31/2022,Double Overhead Camshaft,Auto,Black,17000,Hatchback,7737608
C_CND_002833,5/31/2022,Double Overhead Camshaft,Auto,Red,15000,Sedan,8990712
C_CND_002834,5/31/2022,Double Overhead Camshaft,Auto,Black,31000,Passenger,6452614
C_CND_002835,5/31/2022,Overhead Camshaft,Manual,Red,34000,SUV,6553776
C_CND_002836,5/31/2022,Double Overhead Camshaft,Auto,Red,15000,Hardtop,8119177
C_CND_002837,5/31/2022,Overhead Camshaft,Manual,Black,17500,Hatchback,8079235
C_CND_002838,5/31/2022,Double Overhead Camshaft,Auto,Pale White,18000,Hatchback,6512868
C_CND_002839,5/31/2022,Double Overhead Camshaft,Auto,Pale White,36500,Passenger,6839875
C_CND_002840,5/31/2022,Overhead Camshaft,Manual,Red,21001,Sedan,6721686
C_CND_002841,5/31/2022,Double Overhead Camshaft,Auto,Black,31001,Passenger,6352618
C_CND_002842,5/31/2022,Overhead Camshaft,Manual,Red,21001,Hatchback,7120207
C_CND_002843,5/31/2022,Overhead Camshaft,Manual,Black,11001,Sedan,7974351
C_CND_002844,5/31/2022,Overhead Camshaft,Manual,Pale White,20000,Hatchback,8328445
C_CND_002845,5/31/2022,Overhead Camshaft,Manual,Red,25001,Hatchback,6515456
C_CND_002846,5/31/2022,Double Overhead Camshaft,Auto,Red,19001,Hatchback,7769212
C_CND_002847,5/31/2022,Overhead Camshaft,Manual,Red,24001,Passenger,6775910
C_CND_002848,5/31/2022,Overhead Camshaft,Manual,Black,18001,Hatchback,7678438
C_CND_002849,5/31/2022,Overhead Camshaft,Manual,Red,19000,Sedan,7104362
C_CND_002850,5/31/2022,Double Overhead Camshaft,Auto,Red,41000,Sedan,7974518
C_CND_002851,5/31/2022,Overhead Camshaft,Manual,Pale White,22000,Passenger,8347461
C_CND_002852,5/31/2022,Overhead Camshaft,Manual,Pale White,14500,SUV,6938301
C_CND_002853,5/31/2022,Double Overhead Camshaft,Auto,Black,41001,SUV,6029746
C_CND_002854,5/31/2022,Overhead Camshaft,Manual,Black,18000,Hatchback,6240903
C_CND_002855,5/31/2022,Double Overhead Camshaft,Auto,Black,33000,Hatchback,8564826
C_CND_002856,5/31/2022,Overhead Camshaft,Manual,Red,22000,Sedan,7623860
C_CND_002857,5/31/2022,Overhead Camshaft,Manual,Pale White,41500,Hatchback,8897975
C_CND_002858,5/31/2022,Overhead Camshaft,Manual,Pale White,13000,Hatchback,6672333
C_CND_002859,5/31/2022,Overhead Camshaft,Manual,Red,20000,Sedan,8827335
C_CND_002860,5/31/2022,Overhead Camshaft,Manual,Pale White,14000,Hatchback,7877373
C_CND_002861,5/31/2022,Double Overhead Camshaft,Auto,Pale White,19000,Sedan,7888335
C_CND_002862,5/31/2022,Overhead Camshaft,Manual,Black,43000,Hatchback,8991154
C_CND_002863,5/31/2022,Double Overhead Camshaft,Auto,Black,16000,Passenger,7466855
C_CND_002864,5/31/2022,Double Overhead Camshaft,Auto,Black,33001,Hardtop,8761206
C_CND_002865,5/31/2022,Double Overhead Camshaft,Auto,Black,33000,Hatchback,7707025
C_CND_002866,5/31/2022,Double Overhead Camshaft,Auto,Pale White,53001,Hardtop,7981464
C_CND_002867,5/31/2022,Overhead Camshaft,Manual,Red,17000,SUV,6965361
C_CND_002868,5/31/2022,Overhead Camshaft,Manual,Black,12000,Passenger,6069411
C_CND_002869,5/31/2022,Double Overhead Camshaft,Auto,Pale White,42000,Sedan,8369204
C_CND_002870,5/31/2022,Double Overhead Camshaft,Auto,Pale White,21000,Hatchback,7782834
C_CND_002871,5/31/2022,Double Overhead Camshaft,Auto,Black,39000,Passenger,8445573
C_CND_002872,5/31/2022,Overhead Camshaft,Manual,Black,19000,SUV,8200814
C_CND_002873,5/31/2022,Double Overhead Camshaft,Auto,Black,26000,Hatchback,6269434
C_CND_002874,5/31/2022,Double Overhead Camshaft,Auto,Red,16000,SUV,6189542
C_CND_002875,5/31/2022,Overhead Camshaft,Manual,Red,71000,Hatchback,6554237
C_CND_002876,5/31/2022,Overhead Camshaft,Manual,Pale White,54000,SUV,7300576
C_CND_002877,5/31/2022,Double Overhead Camshaft,Auto,Red,29000,Passenger,6906703
C_CND_002878,5/31/2022,Double Overhead Camshaft,Auto,Red,24000,Passenger,7205703
C_CND_002879,5/31/2022,Double Overhead Camshaft,Auto,Pale White,22500,Passenger,7898931
C_CND_002880,5/31/2022,Double Overhead Camshaft,Auto,Pale White,42000,Hatchback,7417301
C_CND_002881,5/31/2022,Overhead Camshaft,Manual,Pale White,16700,Hatchback,8838429
C_CND_002882,5/31/2022,Overhead Camshaft,Manual,Pale White,54500,Passenger,8905951
C_CND_002883,5/31/2022,Double Overhead Camshaft,Auto,Black,26000,Hatchback,6328188
C_CND_002884,5/31/2022,Overhead Camshaft,Manual,Black,42000,Passenger,7409524
C_CND_002885,5/31/2022,Overhead Camshaft,Manual,Black,43000,Hatchback,7075562
C_CND_002886,5/31/2022,Overhead Camshaft,Manual,Pale White,26000,Hatchback,6911651
C_CND_002887,5/31/2022,Double Overhead Camshaft,Auto,Black,28000,Hatchback,8646411
C_CND_002888,5/31/2022,Overhead Camshaft,Manual,Pale White,20000,Passenger,6918919
C_CND_002889,5/31/2022,Double Overhead Camshaft,Auto,Black,22000,Sedan,6385226
C_CND_002890,5/31/2022,Overhead Camshaft,Manual,Pale White,14000,Passenger,6346709
C_CND_002891,6/1/2022,Overhead Camshaft,Manual,Black,69500,Sedan,8921790
C_CND_002892,6/1/2022,Overhead Camshaft,Manual,Black,36501,SUV,6844283
C_CND_002893,6/1/2022,Double Overhead Camshaft,Auto,Pale White,22001,Hatchback,8786278
C_CND_002894,6/1/2022,Double Overhead Camshaft,Auto,Pale White,12001,Passenger,7001203
C_CND_002895,6/1/2022,Double Overhead Camshaft,Auto,Black,45001,Passenger,8157073
C_CND_002896,6/1/2022,Double Overhead Camshaft,Auto,Pale White,42001,SUV,7796990
C_CND_002897,6/1/2022,Overhead Camshaft,Manual,Black,11001,Sedan,8203943
C_CND_002898,6/1/2022,Overhead Camshaft,Manual,Black,16000,SUV,8710030
C_CND_002899,6/1/2022,Double Overhead Camshaft,Auto,Red,25000,SUV,8160113
C_CND_002900,6/1/2022,Double Overhead Camshaft,Auto,Red,69000,Passenger,7455341
C_CND_002901,6/1/2022,Overhead Camshaft,Manual,Black,53500,Hatchback,8198368
C_CND_002902,6/1/2022,Overhead Camshaft,Manual,Red,22000,Hatchback,8616742
C_CND_002903,6/1/2022,Double Overhead Camshaft,Auto,Pale White,18500,Hatchback,7893364
C_CND_002904,6/1/2022,Overhead Camshaft,Manual,Pale White,14000,Sedan,8607491
C_CND_002905,6/1/2022,Overhead Camshaft,Manual,Red,31500,SUV,8015751
C_CND_002906,6/1/2022,Overhead Camshaft,Manual,Black,19000,Hatchback,7978473
C_CND_002907,6/1/2022,Double Overhead Camshaft,Auto,Pale White,18000,Hatchback,6342495
C_CND_002908,6/1/2022,Double Overhead Camshaft,Auto,Red,69000,SUV,6363057
C_CND_002909,6/1/2022,Double Overhead Camshaft,Auto,Pale White,19000,SUV,8843187
C_CND_002910,6/1/2022,Double Overhead Camshaft,Auto,Red,19300,Sedan,7810109
C_CND_002911,6/1/2022,Overhead Camshaft,Manual,Pale White,54001,SUV,7448715
C_CND_002912,6/1/2022,Overhead Camshaft,Manual,Black,43800,Sedan,8724678
C_CND_002913,6/1/2022,Overhead Camshaft,Manual,Pale White,54000,Sedan,6533705
C_CND_002914,6/1/2022,Double Overhead Camshaft,Auto,Red,22300,SUV,7075379
C_CND_002915,6/1/2022,Overhead Camshaft,Manual,Red,71000,SUV,8663045
C_CND_002916,6/1/2022,Double Overhead Camshaft,Auto,Pale White,17500,Sedan,6045682
C_CND_002917,6/1/2022,Overhead Camshaft,Manual,Red,21001,Hardtop,6699993
C_CND_002918,6/1/2022,Overhead Camshaft,Manual,Pale White,24000,Hatchback,7844234
C_CND_002919,6/1/2022,Double Overhead Camshaft,Auto,Black,41000,Sedan,8389695
C_CND_002920,6/1/2022,Overhead Camshaft,Manual,Pale White,26000,Hatchback,7143173
C_CND_002921,6/1/2022,Overhead Camshaft,Manual,Pale White,28000,Hatchback,6513340
C_CND_002922,6/1/2022,Double Overhead Camshaft,Auto,Pale White,75000,Hatchback,6719850
C_CND_002923,6/1/2022,Overhead Camshaft,Manual,Red,21000,Hatchback,7570701
C_CND_002924,6/1/2022,Double Overhead Camshaft,Auto,Red,41000,SUV,7638144
C_CND_002925,6/1/2022,Double Overhead Camshaft,Auto,Black,22000,Hatchback,6425608
C_CND_002926,6/4/2022,Double Overhead Camshaft,Auto,Pale White,22500,SUV,8433268
C_CND_002927,6/4/2022,Overhead Camshaft,Manual,Pale White,14500,SUV,7842468
C_CND_002928,6/4/2022,Overhead Camshaft,Manual,Black,43000,SUV,6235429
C_CND_002929,6/4/2022,Overhead Camshaft,Manual,Red,17500,SUV,6818536
C_CND_002930,6/4/2022,Double Overhead Camshaft,Auto,Pale White,22000,SUV,7355837
C_CND_002931,6/4/2022,Overhead Camshaft,Manual,Black,16000,SUV,7404703
C_CND_002932,6/4/2022,Double Overhead Camshaft,Auto,Red,69980,Sedan,6078144
C_CND_002933,6/4/2022,Double Overhead Camshaft,Auto,Black,17000,Sedan,7704856
C_CND_002934,6/4/2022,Double Overhead Camshaft,Auto,Red,13000,Hatchback,7088560
C_CND_002935,6/4/2022,Double Overhead Camshaft,Auto,Red,23000,SUV,7785088
C_CND_002936,6/4/2022,Double Overhead Camshaft,Auto,Red,13000,Hatchback,6345908
C_CND_002937,6/4/2022,Overhead Camshaft,Manual,Black,44001,Hardtop,6378316
C_CND_002938,6/4/2022,Overhead Camshaft,Manual,Pale White,22001,SUV,6420320
C_CND_002939,6/4/2022,Overhead Camshaft,Manual,Red,82001,Passenger,8521431
C_CND_002940,6/4/2022,Overhead Camshaft,Manual,Black,11001,Passenger,6847809
C_CND_002941,6/4/2022,Overhead Camshaft,Manual,Red,11501,Hatchback,8467008
C_CND_002942,6/4/2022,Overhead Camshaft,Manual,Black,36001,Hatchback,7962477
C_CND_002943,6/4/2022,Overhead Camshaft,Manual,Pale White,16000,Hatchback,8528735
C_CND_002944,6/4/2022,Double Overhead Camshaft,Auto,Pale White,19800,Passenger,6851117
C_CND_002945,6/4/2022,Overhead Camshaft,Manual,Pale White,20500,Passenger,6558520
C_CND_002946,6/4/2022,Double Overhead Camshaft,Auto,Red,12000,Passenger,6926744
C_CND_002947,6/4/2022,Overhead Camshaft,Manual,Red,22500,SUV,6584355
C_CND_002948,6/4/2022,Overhead Camshaft,Manual,Black,18001,Hardtop,8771016
C_CND_002949,6/4/2022,Double Overhead Camshaft,Auto,Black,33001,Hardtop,8040871
C_CND_002950,6/4/2022,Double Overhead Camshaft,Auto,Black,33500,Hatchback,8648969
C_CND_002951,6/4/2022,Double Overhead Camshaft,Auto,Pale White,38500,Sedan,6935741
C_CND_002952,6/4/2022,Double Overhead Camshaft,Auto,Red,16000,SUV,7103555
C_CND_002953,6/4/2022,Overhead Camshaft,Manual,Red,71000,Passenger,8975829
C_CND_002954,6/4/2022,Double Overhead Camshaft,Auto,Black,26000,Sedan,6970430
C_CND_002955,6/4/2022,Double Overhead Camshaft,Auto,Black,21000,SUV,7929721
C_CND_002956,6/5/2022,Overhead Camshaft,Manual,Pale White,27000,Hatchback,7194969
C_CND_002957,6/5/2022,Overhead Camshaft,Manual,Black,26500,SUV,6799224
C_CND_002958,6/5/2022,Double Overhead Camshaft,Auto,Black,60000,Sedan,6237382
C_CND_002959,6/5/2022,Double Overhead Camshaft,Auto,Black,11000,SUV,7070702
C_CND_002960,6/5/2022,Double Overhead Camshaft,Auto,Pale White,62200,Sedan,8242469
C_CND_002961,6/5/2022,Double Overhead Camshaft,Auto,Red,45000,Hatchback,7451652
C_CND_002962,6/5/2022,Double Overhead Camshaft,Auto,Red,19000,Passenger,8892741
C_CND_002963,6/5/2022,Overhead Camshaft,Manual,Black,21700,SUV,7608600
C_CND_002964,6/5/2022,Double Overhead Camshaft,Auto,Pale White,17000,Hatchback,8943657
C_CND_002965,6/5/2022,Overhead Camshaft,Manual,Black,69000,Sedan,8663798
C_CND_002966,6/7/2022,Overhead Camshaft,Manual,Pale White,12000,SUV,8015568
C_CND_002967,6/7/2022,Double Overhead Camshaft,Auto,Pale White,46000,SUV,6338104
C_CND_002968,6/7/2022,Double Overhead Camshaft,Auto,Black,26000,Hatchback,6056810
C_CND_002969,6/7/2022,Overhead Camshaft,Manual,Red,82000,Hatchback,7054771
C_CND_002970,6/7/2022,Double Overhead Camshaft,Auto,Red,31000,SUV,8699590
C_CND_002971,6/7/2022,Overhead Camshaft,Manual,Black,18500,SUV,6452869
C_CND_002972,6/7/2022,Overhead Camshaft,Manual,Red,22000,Hardtop,7353309
C_CND_002973,6/7/2022,Double Overhead Camshaft,Auto,Red,15000,Hardtop,6297748
C_CND_002974,6/7/2022,Double Overhead Camshaft,Auto,Pale White,20000,SUV,8013015
C_CND_002975,6/7/2022,Double Overhead Camshaft,Auto,Black,18000,Sedan,8971548
C_CND_002976,6/7/2022,Overhead Camshaft,Manual,Pale White,16000,Hatchback,8562842
C_CND_002977,6/7/2022,Double Overhead Camshaft,Auto,Red,31000,SUV,7556678
C_CND_002978,6/7/2022,Overhead Camshaft,Manual,Black,19501,Hardtop,8273770
C_CND_002979,6/7/2022,Overhead Camshaft,Manual,Red,11001,Hardtop,6223502
C_CND_002980,6/7/2022,Double Overhead Camshaft,Auto,Pale White,20000,Hatchback,7568611
C_CND_002981,6/7/2022,Overhead Camshaft,Manual,Pale White,14000,SUV,6118288
C_CND_002982,6/7/2022,Overhead Camshaft,Manual,Red,22000,Hatchback,8660853
C_CND_002983,6/7/2022,Overhead Camshaft,Manual,Pale White,27000,Passenger,8676992
C_CND_002984,6/7/2022,Double Overhead Camshaft,Auto,Pale White,45000,Hatchback,8762315
C_CND_002985,6/7/2022,Overhead Camshaft,Manual,Pale White,26500,Sedan,7702262
C_CND_002986,6/8/2022,Overhead Camshaft,Manual,Red,19000,Passenger,8139909
C_CND_002987,6/8/2022,Double Overhead Camshaft,Auto,Black,26000,Hatchback,8565875
C_CND_002988,6/8/2022,Overhead Camshaft,Manual,Red,29000,SUV,6474678
C_CND_002989,6/8/2022,Double Overhead Camshaft,Auto,Red,69000,SUV,7964390
C_CND_002990,6/8/2022,Double Overhead Camshaft,Auto,Red,31000,SUV,6806193
C_CND_002991,6/8/2022,Double Overhead Camshaft,Auto,Black,16500,Sedan,8211399
C_CND_002992,6/8/2022,Double Overhead Camshaft,Auto,Red,29100,Passenger,7385862
C_CND_002993,6/8/2022,Double Overhead Camshaft,Auto,Red,20500,SUV,8492749
C_CND_002994,6/8/2022,Double Overhead Camshaft,Auto,Black,12500,SUV,7443037
C_CND_002995,6/8/2022,Overhead Camshaft,Manual,Pale White,16000,SUV,6273209
C_CND_002996,6/8/2022,Overhead Camshaft,Manual,Red,21000,SUV,6649752
C_CND_002997,6/8/2022,Double Overhead Camshaft,Auto,Pale White,15000,Hatchback,6360165
C_CND_002998,6/8/2022,Overhead Camshaft,Manual,Pale White,16500,Hardtop,7195681
C_CND_002999,6/8/2022,Overhead Camshaft,Manual,Black,25500,SUV,6024911
C_CND_003000,6/8/2022,Overhead Camshaft,Manual,Black,16500,Hardtop,8437660
C_CND_003001,6/8/2022,Overhead Camshaft,Manual,Black,29000,Hatchback,8428823
C_CND_003002,6/8/2022,Overhead Camshaft,Manual,Pale White,41000,Hardtop,7138907
C_CND_003003,6/8/2022,Double Overhead Camshaft,Auto,Pale White,31000,Hatchback,8113062
C_CND_003004,6/8/2022,Overhead Camshaft,Manual,Pale White,21000,Hatchback,7792272
C_CND_003005,6/8/2022,Overhead Camshaft,Manual,Black,36600,Sedan,6250147
C_CND_003006,6/8/2022,Overhead Camshaft,Manual,Red,13000,Passenger,6664134
C_CND_003007,6/8/2022,Double Overhead Camshaft,Auto,Black,28000,Hatchback,8650623
C_CND_003008,6/8/2022,Overhead Camshaft,Manual,Pale White,22500,Hatchback,6304234
C_CND_003009,6/8/2022,Double Overhead Camshaft,Auto,Red,22500,Hatchback,6581503
C_CND_003010,6/8/2022,Overhead Camshaft,Manual,Red,29000,Hatchback,8099113
C_CND_003011,6/8/2022,Overhead Camshaft,Manual,Pale White,33000,Hatchback,7608957
C_CND_003012,6/8/2022,Overhead Camshaft,Manual,Red,24000,Hatchback,8663103
C_CND_003013,6/8/2022,Double Overhead Camshaft,Auto,Pale White,51000,Sedan,7259998
C_CND_003014,6/8/2022,Double Overhead Camshaft,Auto,Pale White,31000,Sedan,8508281
C_CND_003015,6/8/2022,Double Overhead Camshaft,Auto,Red,19000,SUV,8843195
C_CND_003016,6/8/2022,Overhead Camshaft,Manual,Pale White,13000,Hatchback,7859478
C_CND_003017,6/8/2022,Overhead Camshaft,Manual,Pale White,16001,Hardtop,7629877
C_CND_003018,6/8/2022,Double Overhead Camshaft,Auto,Pale White,32000,Hatchback,6567602
C_CND_003019,6/8/2022,Double Overhead Camshaft,Auto,Red,29000,Sedan,8239041
C_CND_003020,6/8/2022,Overhead Camshaft,Manual,Black,22000,SUV,7181378
C_CND_003021,6/8/2022,Double Overhead Camshaft,Auto,Red,23000,SUV,7607154
C_CND_003022,6/8/2022,Overhead Camshaft,Manual,Red,17000,Hatchback,7379936
C_CND_003023,6/8/2022,Overhead Camshaft,Manual,Black,18000,Hatchback,6038734
C_CND_003024,6/8/2022,Double Overhead Camshaft,Auto,Red,31000,Passenger,7133454
C_CND_003025,6/8/2022,Double Overhead Camshaft,Auto,Red,33000,SUV,8030048
C_CND_003026,6/8/2022,Double Overhead Camshaft,Auto,Pale White,21000,Sedan,7444298
C_CND_003027,6/8/2022,Overhead Camshaft,Manual,Black,25000,Sedan,6608301
C_CND_003028,6/8/2022,Double Overhead Camshaft,Auto,Black,45000,Hatchback,6071107
C_CND_003029,6/8/2022,Overhead Camshaft,Manual,Black,36000,Hatchback,6044238
C_CND_003030,6/8/2022,Overhead Camshaft,Manual,Pale White,12500,Hatchback,6003401
C_CND_003031,6/9/2022,Double Overhead Camshaft,Auto,Black,9700,Hatchback,7171715
C_CND_003032,6/9/2022,Double Overhead Camshaft,Auto,Pale White,20000,Hatchback,8938602
C_CND_003033,6/9/2022,Double Overhead Camshaft,Auto,Pale White,42000,Hatchback,8905906
C_CND_003034,6/9/2022,Overhead Camshaft,Manual,Pale White,28000,Sedan,7086254
C_CND_003035,6/9/2022,Double Overhead Camshaft,Auto,Black,12000,Hatchback,6391112
C_CND_003036,6/9/2022,Overhead Camshaft,Manual,Black,36200,Hatchback,7828436
C_CND_003037,6/9/2022,Overhead Camshaft,Manual,Pale White,14000,Sedan,7831286
C_CND_003038,6/9/2022,Double Overhead Camshaft,Auto,Black,19500,Sedan,6391598
C_CND_003039,6/9/2022,Overhead Camshaft,Manual,Red,45000,Passenger,6846436
C_CND_003040,6/9/2022,Double Overhead Camshaft,Auto,Pale White,62000,Hatchback,7062602
C_CND_003041,6/9/2022,Double Overhead Camshaft,Auto,Red,19000,Sedan,8118098
C_CND_003042,6/9/2022,Overhead Camshaft,Manual,Red,12000,Passenger,7708492
C_CND_003043,6/9/2022,Overhead Camshaft,Manual,Pale White,27500,Hardtop,6843753
C_CND_003044,6/9/2022,Overhead Camshaft,Manual,Red,21000,Sedan,6560757
C_CND_003045,6/9/2022,Double Overhead Camshaft,Auto,Red,57000,SUV,8523204
C_CND_003046,6/9/2022,Double Overhead Camshaft,Auto,Pale White,42500,Sedan,7610218
C_CND_003047,6/9/2022,Double Overhead Camshaft,Auto,Black,9500,Passenger,8997912
C_CND_003048,6/9/2022,Overhead Camshaft,Manual,Red,34000,SUV,6590157
C_CND_003049,6/9/2022,Double Overhead Camshaft,Auto,Red,19001,Hatchback,8020549
C_CND_003050,6/9/2022,Double Overhead Camshaft,Auto,Black,22001,Sedan,7227462
C_CND_003051,6/9/2022,Double Overhead Camshaft,Auto,Black,22101,Hatchback,8326883
C_CND_003052,6/9/2022,Double Overhead Camshaft,Auto,Pale White,36350,Passenger,7945770
C_CND_003053,6/9/2022,Double Overhead Camshaft,Auto,Red,19000,Hatchback,7990763
C_CND_003054,6/9/2022,Double Overhead Camshaft,Auto,Red,45001,Hardtop,8899681
C_CND_003055,6/9/2022,Overhead Camshaft,Manual,Black,19500,SUV,7924859
C_CND_003056,6/9/2022,Overhead Camshaft,Manual,Pale White,21001,Hardtop,6817093
C_CND_003057,6/9/2022,Double Overhead Camshaft,Auto,Red,12600,Sedan,8104548
C_CND_003058,6/9/2022,Overhead Camshaft,Manual,Pale White,22000,Hatchback,8889763
C_CND_003059,6/9/2022,Overhead Camshaft,Manual,Red,21000,Hatchback,7360880
C_CND_003060,6/9/2022,Overhead Camshaft,Manual,Pale White,17000,Hatchback,6946121
C_CND_003061,6/9/2022,Overhead Camshaft,Manual,Pale White,41000,Hatchback,8533576
C_CND_003062,6/9/2022,Double Overhead Camshaft,Auto,Black,14000,SUV,7613123
C_CND_003063,6/9/2022,Double Overhead Camshaft,Auto,Red,41200,Sedan,8162341
C_CND_003064,6/9/2022,Double Overhead Camshaft,Auto,Red,45000,SUV,6965419
C_CND_003065,6/9/2022,Overhead Camshaft,Manual,Red,22000,Hatchback,7306141
C_CND_003066,6/11/2022,Double Overhead Camshaft,Auto,Red,23700,SUV,8566352
C_CND_003067,6/11/2022,Overhead Camshaft,Manual,Black,18001,SUV,8778606
C_CND_003068,6/11/2022,Double Overhead Camshaft,Auto,Red,14501,SUV,8608357
C_CND_003069,6/11/2022,Overhead Camshaft,Manual,Pale White,12001,Hatchback,6634024
C_CND_003070,6/11/2022,Overhead Camshaft,Manual,Black,17801,Hatchback,6485551
C_CND_003071,6/11/2022,Double Overhead Camshaft,Auto,Black,16001,SUV,8218805
C_CND_003072,6/11/2022,Double Overhead Camshaft,Auto,Pale White,19001,Sedan,7997872
C_CND_003073,6/11/2022,Double Overhead Camshaft,Auto,Red,13001,Hatchback,6920680
C_CND_003074,6/11/2022,Overhead Camshaft,Manual,Red,22501,SUV,6642160
C_CND_003075,6/11/2022,Double Overhead Camshaft,Auto,Red,39001,SUV,8263293
